# Source: http://www.statemaster.com/graph/lif_sta_sto-lifestyle-starbucks-stores
AL	39
AK	25
AZ	248
AR	15
CA	2010
CO	322
CT	76
DE	16
DC	65
FL	375
GA	168
HI	59
ID	39
IL	412
IN	140
IA	40
KS	45
KY	47
LA	42
ME	16
MD	156
MA	155
MI	158
MN	115
MS	19
MO	90
MT	13
NE	25
NV	193
NH	11
NJ	146
NM	38
NY	384
NC	132
ND	12
OH	203
OK	34
OR	243
PA	183
RI	14
SC	49
SD	13
TN	87
TX	604
UT	44
VT	4
VA	241
WA	559
WV	13
WI	83
WY	9
