AL	305420
AR	186748
AZ	379818
CA	2674301
CO	407139
CT	246784
DE	51305
FL	1603533
GA	734830
IA	195410
ID	107029
IL	869266
IN	365160
KS	173946
KY	265757
LA	313218
MA	447219
MD	409957
ME	109679
MI	632618
MN	362739
MO	375075
MS	185000
MT	78775
NC	620363
ND	44623
NE	117596
NH	100916
NJ	570178
NM	117984
NV	166864
NY	1489207
OH	697000
OK	255469
OR	249391
PA	743302
RI	69496
SC	280119
SD	56402
TN	448516
TX	1844130
UT	176338
VA	489114
VT	59108
WA	389308
WI	310178
WV	88081
WY	41722
